date,locality,state,type,claims,size_mean,arrests
2013-07-20,New York,NY,demonstration,Police Violence; Justice for Trayvon Martin; Racial Injustice,,0
2013-07-20,Oakland,CA,demonstration,Youth rights; End of racial profiling; Stop racial profiling; Police brutality; racial justice; systemic racism; End racial profiling; police brutality; Justice for Trayvon Martin; Racial justice; Challenge negative portrayal of Black men,,0
2013-07-20,Philadelphia,PA,demonstration,Federal civil rights charges against George Zimmerman; racial justice; self-defense laws; police brutality,,0
2013-07-20,Pittsburgh,PA,demonstration,Change Pennsylvania's stand-your-ground law; Racial justice; Pursue civil rights charges against George Zimmerman; Stand-your-ground laws; Police accountability,,0
2013-07-20,Stockton,CA,demonstration,Police violence; Justice for Trayvon Martin; Racial discrimination; Justice for James Rivera Jr.,,1
2013-07-21,Anaheim,CA,demonstration,Hold police accountable; Change police shooting review process; Police violence; Police misconduct; Police brutality; Review of officer-involved shootings; Police accountability; Create citizens advisory commission,,1
2013-07-21,Marshall,TX,demonstration,Police/Judicial system bias; Racial profiling; Send petition to Florida Governor Rick Scott; Reevaluate Stand Your Ground law,,0
2013-07-21,New York,NY,demonstration,Prevent racial profiling; Pass Community Safety Act; Police brutality; Reform Stop and Frisk; Racial justice; Criminal justice reform,,0
2013-07-21,Raleigh,NC,demonstration,Police brutality/racial violence; Voting rights; Racial injustice; End racial profiling; Justice for Trayvon Martin; Jobs,,0
2013-07-27,Turlock,CA,demonstration,shooting investigation; Justice for Brandon Pacheco; police accountability,,0
2013-07-28,Austin,TX,demonstration,Law enforcement accountability; Hold police accountable; Police brutality; Police accountability; Officer-involved shooting,25.0,0
2013-07-29,Toronto,ON,demonstration,Police brutality; Justice for Sammy Yatim; Police accountability; Police misconduct,,0
2013-08-02,Baltimore,MD,demonstration,Racial justice; Police misconduct; Charge police officers; Release autopsy results,,0
2013-08-17,Las Vegas,NV,demonstration,Free speech; Protect free speech rights; Challenge chalk-as-graffiti charges; Police accountability,,0
2013-09-03,Saratoga Springs,NY,demonstration,Police brutality; Outside investigation of police incident; Police misconduct,50.0,0
2013-09-08,Toledo,OH,demonstration,Justice for Elaina; Child welfare,,0
2013-09-14,Charlotte,NC,demonstration,Racial injustice; Indict officer for shooting; Police violence,,0
2013-09-16,Durham,NC,demonstration,racial profiling; Reclassify marijuana possession; Community oversight; Racial discrimination; Equal treatment across communities; Police brutality; racial justice; Address racial profiling; police accountability; Drug policy; police brutality; Police accountability; Equal treatment across racial groups,75.0,0
2013-09-19,Greensboro,NC,demonstration,Police violence; Changes to justice system; Racial discrimination,,0
2013-10-01,Chattanooga,TN,demonstration,Prevent reinstatement of officers; Police accountability; Police misconduct,,0
2013-10-11,Hazleton,PA,demonstration,Justice for Jonathan Garay; Racial justice; Police Shooting Investigation; Racial discrimination; Police brutality; Community-police relations; Police Accountability; Justice for Jonathan; Police accountability; Police Brutality; Police violence,120.0,0
2013-10-22,Santa Rosa,CA,demonstration,Police Violence; Youth Safety; Charges Against Deputy; Justice for Andy Lopez,,0
2013-10-22,Seattle,WA,demonstration,police brutality; Stop Police Brutality; Police Brutality; police violence,70.0,0
2013-10-29,Providence,RI,demonstration,Police brutality; End Muslim surveillance; Stop stop-and-frisk policy; Racial discrimination,100.0,0
2013-10-29,Santa Rosa,CA,demonstration,Civilian review board for police shootings; Criminal charges against Deputy Erick Gelhaus; Police brutality; Racial injustice,800.0,0
2013-10-31,Nairobi,KE,demonstration,Discipline police officers; Police misconduct; Arrest perpetrators; Justice for rape victim; Sexual violence,,0
2013-11-03,Madison County,AL,demonstration,Police brutality; Support Robert Bryant; Investigate police brutality; Civil rights,,0
2013-11-07,Dearborn Heights,MI,demonstration,Arrest the shooter; Arrest of shooter; Justice for Renisha McBride; Racial Discrimination; Racial injustice; Police brutality; Racial justice; Police Brutality; Police violence,50.0,0
2013-11-09,North Chicago,IL,demonstration,Civil rights; Investigation of police misconduct; Police brutality; Justice for all; Justice for Darrin; Justice for Darrin Hanna; Police accountability,,0
2013-11-09,Santa Rosa,CA,demonstration,Transparency in Lopez investigation; Better law enforcement training for diverse communities; Creation of community review board; Racial injustice; Police violence,,0
2013-11-22,Durham,NC,demonstration,End of racial profiling; Youth death; investigation into Jesus Huerta's death; Information about Jesus Huerta's death; Stop assuming youth of color are criminals; Racial discrimination; Police brutality; youth death; End racial profiling; Police accountability; police brutality; Racial justice; Justice for Jesus Huerta,150.0,2
2013-11-24,Long Beach,CA,demonstration,Police Violence; Justice for Tyler Woods; Use of non-lethal force; Police brutality; Better mental health screenings for police; Federal investigation of police shootings; Better screening of police officers; Racial Justice; Police accountability; Officer-involved shootings; Police violence,50.0,0
2013-11-26,Santa Rosa,CA,demonstration,Youth rights; Charge Deputy Erick Gelhaus for shooting Andy Lopez; Police violence,,1
2013-12-03,Santa Rosa,CA,demonstration,Civilian police review board; Youth violence; Sanctuary jurisdiction for undocumented immigrants; Justice for Andy Lopez; Police brutality; Criminal charges against Deputy Erick Gelhaus; Creation of memorial park for Andy Lopez; Police accountability,,0
2013-12-19,Durham,NC,demonstration,Independent Investigation; Police Misconduct; Police misconduct; Police brutality; Police Accountability; Police transparency; Racial Justice; Police accountability; Racial justice; Justice for Jesus Huerta; Investigation into Huerta's death,200.0,6
2014-01-01,Oakland,CA,demonstration,Police brutality; End gun violence; Racial justice; End police brutality,200.0,0
2014-01-14,Fullerton,CA,demonstration,justice system accountability; Justice for Kelly Thomas; police violence,,0
2014-01-17,White Plains,NY,demonstration,Accountability for police misconduct; Hold officers accountable for misconduct; Increase police force diversity; Independent police oversight; Reform police training; Create independent special prosecutors; Increase diversity in police force; Police brutality; Police reform; Racial justice; Create special prosecutors for police misconduct; Independent oversight of police,,0
2014-01-18,Fullerton,CA,demonstration,justice for Kelly Thomas; Judicial Accountability; Homeless rights; $5 million payout to Kelly Thomas' survivors; Justice for Kelly Thomas; Resignation of Fullerton Police Chief; law enforcement accountability; Police brutality; police accountability; police brutality; Police accountability; Police Brutality,,3
2014-01-18,Orange County,CA,demonstration,Police brutality; Criminal justice; Justice for Kelly Thomas,,12
2014-01-19,Durham,NC,demonstration,Police brutality; Police accountability; Justice for Jesus Huerta,100.0,6
2014-01-22,Santa Rosa,CA,demonstration,Police brutality; Youth violence; Community-oriented policing,50.0,0
2014-02-08,Los Angeles,CA,demonstration,Police brutality; Justice for Kelly Thomas; Homeless rights,,0
2014-02-13,Oakland,CA,demonstration,Racial justice; Police misconduct; Open criminal investigation into Adam Blueford shooting; Police brutality; Open criminal investigation into police shooting; Police shootings; Police accountability,,8
2014-02-18,Tustin,CA,demonstration,Racial Justice; Police Accountability; Justice for Robert Villa; Police Brutality,,0
2014-03-12,San Francisco,CA,demonstration,Racial discrimination; Police reforms; Police violence; Police chief resignation,,0
2014-03-15,Albuquerque,NM,demonstration,Police Accountability; Investigation of Police Shooting; Police Brutality; Mental Health,,0
2014-03-20,San Francisco,CA,demonstration,college administration; student rights; police conduct; Review of police actions; Resignation of special trustee; Create task force on civil discourse,,0
2014-03-21,San Francisco,CA,demonstration,Police Violence; Police Accountability; Investigation of Shooting; Mental Health,,0
2014-03-25,Albuquerque,NM,demonstration,Civil rights; Law enforcement accountability; Police shooting; Police brutality; Justice for James Boyd; Police accountability; Police violence,,0
2014-03-30,Albuquerque,NM,demonstration,Police department leadership resignation; End Excessive Police Shootings; Justice for James Boyd; City officials resignation; Police Officials Resign; Protest against police shooting; Police Chief Resignation; NOT PROVIDED; Law Enforcement Accountability; Police violence; Civil rights violations; law enforcement accountability; Stop police shootings; City officials resign; Police reform; Stop fatal shootings; police misconduct; City Official Resignations; police brutality; Police Brutality; Police officials resign; Police chief resignation; Justice for James M. Boyd; Law enforcement accountability; Homeless rights; Police brutality; Mental health; City official resignations; Police accountability,,6
2014-03-31,Albuquerque,NM,demonstration,Civil rights violations; Law enforcement accountability; Police chief resignation; Stop police shootings; Police brutality; City official resignations; Police accountability; End police brutality; Police violence,100.0,3
2014-04-03,Albuquerque,NM,demonstration,Police reform; Mental health; Justice for victims; Police brutality,,0
2014-04-04,Albuquerque,NM,demonstration,Hold police officers accountable; Support homeless and mentally ill; Police accountability; Police violence,,0
2014-04-08,Las Cruces,NM,demonstration,Stop deputies from asking immigration status during traffic stops; Immigration enforcement; Prevent abuses against the community; Police practices,,0
2014-04-12,Albuquerque,NM,demonstration,Officer Indictments; Mayor Berry's Recall; Police Accountability; Police Brutality; Police Department Reform,,0
2014-04-12,Stockton,CA,demonstration,Police brutality; Investigate police shootings; Police Brutality; Stop police brutality,,2
2014-04-12,Tustin,CA,demonstration,Justice for Paul Quintanar; Racial justice; Justice for Robert Villa; Police brutality; police brutality; Police accountability,80.0,0
2014-04-16,Billings,MT,demonstration,Police brutality; Justice for Richard Ramirez; Police use of force,,0
2014-04-21,Albuquerque,NM,demonstration,Police brutality; Police reform; Police accountability; Stop deadly force,,0
2014-04-22,Santa Rosa,CA,demonstration,youth violence; Youth violence; Justice for Andy Lopez; Police brutality; police brutality,,0
2014-04-30,Buffalo,NY,demonstration,Police brutality; Investigate incident; Civil rights; Stop police brutality,,0
2014-04-30,Milwaukee,WI,demonstration,Police accountability; Racial justice; Justice for Dontre Hamilton; Police violence,,0
2014-05-05,Albuquerque,NM,demonstration,Remove Police Chief; Civil rights; Police misconduct; Police department reform; Scrutiny of police use of force; Police Reform; Accountability for police shootings; Law Enforcement Accountability; Remove Police Chief Gorden Eden; Ouster of police chief; Police Brutality; Law enforcement accountability; Police chief resignation; Police Chief Removal; Police chief accountability; Police brutality; Reform police use of force policies; Police Accountability; Police chief reform; Police accountability; Change police chief selection process,,0
